"id"	"VerbLoc"	"LocID"	"Lat"	"Long"	"LatLongP"	"CoordProto"	"ElevMin"	"ElevMax"	"Country"	"CountryCod"	"Munici"	"Provin"
744	"GROTTE DE REMOUCHAMPS"	"REMOUCHA"	50,4812	5,71393	0,001	"Georeferenced at site location"	162	162	"BELGIUM"		"REMOUCHAMPS"	"LIEGE"
745	"GROTTE DE REMOUCHAMPS"	"REMOUCHA"	50,4812	5,71393	0,001	"Georeferenced at site location"	162	162	"BELGIUM"		"REMOUCHAMPS"	"LIEGE"
746	"NAPPE ALLUVIALE DU RHIN"	"RHINNAPP"	48,57044	7,7671	0,100	"Nearest locality"			"FRANCE"		"STRASBOURG"	"BAS RHIN"
747	"NAPPE ALLUVIALE DU RHIN ET DE SON ALLFUENT LA SIEG"	"RHINSIE1"	50,7326	7,09631	1,000	"Nearest locality"			"GERMANY"		"BONN"	"WESTPHALIE"
748	"NAPPE ALLUVIALE DU RHIN ET DE SON ALLFUENT LA SIEG"	"RHINSIE2"	50,79877	7,20803	1,000	"Nearest locality"			"GERMANY"		"SIEGBURG"	"WESTPHALIE"
749	"ROKE FARM, BERE REGIS"	"ROKEFARM"	50,76509	-2,23535	0,001	"Georeferenced at site location"	44	44	"UNITED KINGDOM"		"BERE REGIS"	"DORSET"
750	"CARRIERE DE WELFERDING SARREGUEMINES"	"SARREGUE"	49,11516	7,0375	0,001	"Georeferenced at site location"	235	235	"FRANCE"		"SARREGUEMINES"	"MOSELLE"
751	"GALERIE SOUTERRAINE KARSTIQUE DE SAUVE"	"SAUVEGAR"	43,94056	3,95	0,001	"Georeferenced at site location"	97	97	"FRANCE"		"SAUVE"	"GARD"
752	"SCHICHTFUGENHOHLE"	"SCHICHTF"	47,374	10,02534	0,100	"Nearest locality"	1270	1270	"AUSTRIA"		"SCHNECKENLOCH"	"VORARLBERG"
753	"SOURCES DANS LE MASSIF DE LA BRUCHE PRES DE SCHIRMECK"	"SCHIRMEC"	48,49162	7,19777	0,100	"Nearest locality"			"FRANCE"		"SCHIRMECK"	"BAS RHIN"
754	"SEEFELDHOHLE"	"SEEFELDH"	46,75745	7,83393	0,001	"Georeferenced at site location"	1790	1790	"SWITZERLAND"		"HABKERN"	"BERN"
755	"GROTTES DES SIEBENGEBIRGE"	"SIEBENGE"	50,68054	7,22616	0,100	"Nearest locality"			"GERMANY"		"ITTENBACH"	"WESTPHALIE"
756	"SOURCE DU SOLNAN"	"SOLNANSP"	46,34528	5,3474	0,100	"Nearest locality"			"FRANCE"		"VERJON"	"JURA"
757	"GROTTE DE SAINTE ANNE"	"STANNECA"	50,5573	5,58184	0,001	"Georeferenced at site location"	163	163	"BELGIUM"		"BRIALMONT"	"LIEGE"
758	"GROTTE DE SAINTE ANNE"	"STANNECA"	50,5573	5,58184	0,001	"Georeferenced at site location"	163	163	"BELGIUM"		"BRIALMONT"	"LIEGE"
759	"MINE SAINTE ANNE"	"STANNEMI"	48,634	6,02263	0,100	"Nearest locality"			"FRANCE"		"SEXEY AUX FORGES"	"MEURTHE ET MOSELLE"
760	"GROTTE DE SAINTE CATHERINE"	"STCATHER"	47,18006	6,62137	0,100	"Nearest locality"			"FRANCE"		"LAVAL LA PRIEURE"	"DOUBS"
761	"GROTTE DE LA SAINTE REINE PIERRE LA TREICHE"	"STEREINE"	48,64528	5,941944	0,001	"Georeferenced at site location"	219	219	"FRANCE"		"PIERRE LA TREICHE"	"MEURTHE ET MOSELLE"
762	"MINE ST PAUL"	"STPAULMI"	49,25433	6,03685	0,100	"Nearest locality"			"FRANCE"		"MOYEUVRE GRANDE"	"MOSELLE"
763	"PUITS TUBE A STRUCHT (LIMBOURG)"	"STRUCHTW"	50,85076	5,86723	0,100	"Nearest locality"			"NETHERLANDS"		"STRUCHT"	"LIMBOURG"
764	"SOURCE DU SURAN"	"SURANSP"	46,48932	5,46246	0,001	"Georeferenced at site location"	403	403	"FRANCE"		"LOISIA"	"JURA"
765	"GROTTE DU TA (PLUS)"	"TAPLUSCA"	45,05699	5,24475	0,100	"Nearest locality"			"FRANCE"		"SAINT NAZAIRE EN ROYANS"	"DROME"
766	"TOWN WELL, RINGWOOD"	"TOWELLRW"	50,79941	-1,85949	0,100	"Nearest locality"			"UNITED KINGDOM"		"FERNDOWN"	"SOUTH HAMPSHIRE"
767	"TOWN WELL, RINGWOOD"	"TOWELLRW"	50,79941	-1,85949	0,100	"Nearest locality"			"UNITED KINGDOM"		"FERNDOWN"	"SOUTH HAMPSHIRE"
768	"TROPFLOCHHOHLE"	"TROPFLOC"	46,78333	7,9	0,100	"Nearest locality"			"SWITZERLAND"		"HABKERN"	"BERN"
769	"TSCHAMBERHOHLE"	"TSCHAMBE"	46,69633	7,50691	0,001	"Georeferenced at site location"	1388	1388	"SWITZERLAND"		"RUEGGISBERG"	"BERN"
770	"TUNNEL DE DROM"	"TUNNDROM"	46,20235914	5,38246055	0,001	"Georeferenced at site location"	323	323	"FRANCE"		"DROM"	"AIN"
771	"UEBERHOHLE"	"UEBERHCA"	46,9896	8,71103	0,100	"Nearest locality"			"SWITZERLAND"		"RIED"	"SCHWYZ"
772	"PLUSIEURS SOURCES AU SUD DU MASSIF DES VOSGES PRES DU VAL D AJOL"	"VALDAJOL"	47,94183	6,50495	0,100	"Nearest locality"			"FRANCE"		"LE VAL D AJOL"	"VOSGES"
773	"MINE DU VAL DE FER"	"VALFERMI"	48,65723	6,05687	0,100	"Nearest locality"			"FRANCE"		"MARON"	"MEURTHE ET MOSELLE"
774	"SOURCE DU VALSIN"	"VALSINSP"	46,44005	5,60012	0,100	"Nearest locality"			"FRANCE"		"FETIGNY"	"JURA"
775	"RESURGENCES D EAU DOUCE DANS LA ZONE INTERDIDALE. PLAGE DE VASTERIVAL"	"VASTERIV"	49,90609	0,95461	0,100	"Nearest locality"			"FRANCE"		"SAINTE MARGUERITE SUR MER"	"SEINE MARITIME"
776	"GROTTE DE LA VEZELLE"	"VEZELLCA"	43,53975	2,91724	0,100	"Nearest locality"			"FRANCE"		"OLARGUES"	"HERAULT"
777	"WATERSTON CRESS BEDS"	"WACRESSB"	50,75674	-2,36942	0,001	"Georeferenced at site location"	65	65	"UNITED KINGDOM"		"WATERSTON"	"DORSET"
778	"WALOPHOHLE"	"WALOPHOH"	46,64767	7,3374	0,001	"Georeferenced at site location"	1740	1740	"SWITZERLAND"		"BOLTIGEN"	"BERN"
779	"SIX TUBES NORTON ET SKC DANS NAPPE ALLUVIALE DE LA WESER"	"WESERWE"	51,82404	9,45596	0,100	"Nearest locality"			"GERMANY"		"HOLZMINDEN"	"BASSE SAXE"
780	"WILDENMANNLISLOCHLI"	"WILDENMA"	47,16782	9,25537	0,001	"Georeferenced at site location"	1640	1640	"SWITZERLAND"		"ALT SANKT JOHANN"	"SAINT GALL"
781	"PUITS A ZURICH"	"ZURICHWE"	47,36902	8,53803	0,100	"Nearest locality"			"SWITZERLAND"		"ZURICH"	"ZURICH"
782	"FELSSTRASSENSTOLLEN 6710 910 RHINELAND PALATINATE GERMANY"	"DELLFELD"	49,24	7,48	0,001	"Georeferenced at site location"	236	236	"GERMANY"		"DELLFELD"	"RHENANIE PALATINAT"
783	"GIPSMINN BEI GIRSTERKLAUS"	"GIRSTERK"	49,79076	6,49938	0,001	"Georeferenced at site location"	312	312	"LUXEMBOURG"		"GIRSTERKLAUS"	"ECHTERNACH"
784	"GIPSMINN BEI GIRSTERKLAUS"	"GIRSTERK"	49,79076	6,49938	0,001	"Georeferenced at site location"	312	312	"LUXEMBOURG"		"GIRSTERKLAUS"	"ECHTERNACH"
785	"GIPSMINN BEI GIRSTERKLAUS"	"GIRSTERK"	49,79076	6,49938	0,001	"Georeferenced at site location"	312	312	"LUXEMBOURG"		"GIRSTERKLAUS"	"ECHTERNACH"
786	"ECHENBURG"	"ECHENBUR"	50,81594	8,34423	0,001	"Georeferenced at site location"	333	333	"GERMANY"		"ECHENBURG"	"HESSE"
787	"RIVER DOURDOU SAINT IZAIRE"	"IZAIRE"	43,97417	2,721389	0,001	"Georeferenced at site location"	259	259	"FRANCE"		"SAINT IZAIRE"	"AVEYRON"
788	"MONDSEE"	"MONDSEE"	47,855972	13,343357	0,100	"Nearest locality"			"AUSTRIA"		"MONDSEE"	"VOCKLABRUCK"
789	"GOUFFRE DE L'AVENIR"	"AVENIRCA"	48,60433	5,13137	0,100	"Nearest locality"			"FRANCE"		"SAVONNIERES EN PERTHOIS"	"MEUSE"
790	"PUITS A BIBERACH"	"BIBERAWE"	48,0962	9,78975	0,100	"Nearest locality"			"GERMANY"		"BIBERACH"	"BADE WURTEMBERG"
791	"PUITS A BREISACH"	"BREISAWE"	48,02825	7,58245	0,100	"Nearest locality"			"GERMANY"		"BREISACH AM RHEIN"	"BADE WURTEMBERG"
792	"FONTAINE 50 RUE PRINCIPALE"	"COUMEFON"	49,19804	6,56912	0,001	"Georeferenced at site location"	312	312	"FRANCE"		"COUME"	"MOSELLE"
793	"FALKENSTEINER HOHLE"	"FALKENCA"	48,00516	8,25126	0,100	"Nearest locality"			"GERMANY"		"URACH"	"BADE WURTEMBERG"
794	"PUITS A FRIBOURG EN BRISGAU"	"FRIBOUWE"	47,99711	7,85391	0,100	"Nearest locality"			"GERMANY"		"FREIBURG IM BREISGAU"	"BADE WURTEMBERG"
795	"PUITS TUBE DES ISCLES A SENAS. A COTE DE LA DURANCE"	"ISCLESWE"	43,74465	5,08597	0,100	"Nearest locality"			"FRANCE"		"SENAS"	"BOUCHES DU RHONE"
796	"LOUE PONT DE MONTBARREY"	"MONTBAR"	47,01111	5,629722	0,001	"Georeferenced at site location"	213	213	"FRANCE"		"MONTBARREY"	"JURA"
797	"PUITS A MUNICH"	"MUNICHWE"	48,13913	11,58021	0,100	"Nearest locality"			"GERMANY"		"MUNICH"	"BAVIERE"
798	"SBR DANS L ORB A CEILHES"	"ORBCEILH"	43,80923	3,09129	0,100	"Nearest locality"			"FRANCE"		"CEILHES ET ROCOZELS"	"HERAULT"
799	"OUNANS NAPPES SOUS FLUVIALE ET ALLUVIALE DE LA LOUE (ENTRE BELMONT ET CHAMBLAY)"	"OUNANSLO"	46,98933	5,66241	0,100	"Nearest locality"			"FRANCE"		"OUNANS"	"JURA"
800	"PUITS TUBE A TUBINGEN"	"TUBINGWE"	48,5229	9,0521	0,100	"Nearest locality"			"GERMANY"		"TUBINGEN"	"BADE WURTEMBERG"
801	"SCHNECKENLOCH. VORARLBERG"	"VORARLBE"	47,24901	9,98051	0,100	"Nearest locality"			"AUSTRIA"		"VORARLBERG"	"BLUDENZ"
804	"GROSSE BASCHGHOHLE 1112 1 UBERSAXEN"	"BASCHGGR"	47,25	9,67	0,001	"Georeferenced at site location"	864	864	"AUSTRIA"		"UBERSAXEN"	"VORARLBERG"
805	"BURKHEIMER SEE 3"	"BURKH3"	48,095133	7,593281	0,001	"Georeferenced at site location"	181	181	"GERMANY"		"BURKHEIM"	"BADE WURTEMBERG"
806	"TIEFENSSTOLLEN ST MARIE AUX MINES"	"CATIEFEN"	48,2219	7,1653	0,001	"Georeferenced at site location"	501	501	"FRANCE"		"SAINTE MARIE AUX MINES"	"HAUT RHIN"
807	"LAUILOCH CAVE"	"LAUILOCH"	46,991856	8,716512	0,001	"Georeferenced at site location"	970	970	"SWITZERLAND"		"MUOTATHAL"	"SCHWYZ"
808	"WELL 701A_006"	"MITTENA"	47,4267	11,2592	0,001	"Georeferenced at site location"	922	922	"GERMANY"		"MINTTENWALD"	"GARMISCH PARTENKIRCHEN"
809	"WELL 701B_006"	"MITTENB"	47,4267	11,2592	0,001	"Georeferenced at site location"	922	922	"GERMANY"		"MINTTENWALD"	"GARMISCH PARTENKIRCHEN"
810	"MUHLBACHQUELLGROTTE EAST AND MAIN PASSAGE"	"MUHLBAGR"	49,022652	11,618439	0,001	"Georeferenced at site location"	373	373	"GERMANY"		"MUHLBACH"	"OBERPFALZ"
811	"CARRIERE DE WELFERDING SARREGUEMINES"	"SARREGUE"	49,11516	7,0375	0,001	"Georeferenced at site location"	235	235	"FRANCE"		"SARREGUEMINES"	"MOSELLE"
812	"SWILDON S HOLE PRIDDY"	"SWILDON"	51,25896	-2,67324	0,001	"Georeferenced at site location"	252	252	"UNITED KINGDOM"		"PRIDDY"	"SOMERSET"
813	"TYNING S BARROW SWALLET GREAT ELM"	"TYNINGS"	51,304071	-2,759795	0,001	"Georeferenced at site location"	262	262	"UNITED KINGDOM"		"GREAT ELM"	"NORTH SOMERSET"
814	"BINGHOHLE NEAR STREIBERG C15"	"BINGHOHL"	49,812204	11,216442	0,001	"Georeferenced at site location"	382	382	"GERMANY"		"STREIBERG"	"BAVARIA"
815	"GROTTE DE L ASCENSION"	"GRASCENS"	43,556667	2,914444	0,100	"Nearest locality"			"FRANCE"		"OLARGUES"	"HERAULT"
816	"SOURCE D ISIS AVEZE"	"ISIS"	43,98361	3,598056	0,001	"Georeferenced at site location"	291	291	"FRANCE"		"AVEZE"	"GARD"
817	"Well MIT 006_701"	"MITTENW"	47,4267	11,2592	0,001	"Georeferenced at site location"	922	922	"GERMANY"		"MINTTENWALD"	"GARMISCH PARTENKIRCHEN"
818	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
820	"GIPSMINN BEI GIRSTERKLAUS"	"GIRSTERK"	49,79076	6,49938	0,001	"Georeferenced at site location"	312	312	"LUXEMBOURG"		"GIRSTERKLAUS"	"ECHTERNACH"
821	"GROTTE DE MILANDRE"	"MILANDRE"	47,4851	7,01634	0,001	"Georeferenced at site location"	423	423	"SWITZERLAND"		"BONCOURT"	"PORRENTRUY"
822	"MINIERE DOIHL"	"MINDOIHL"	49,53	5,85	0,001	"Georeferenced at site location"	394	394	"LUXEMBOURG"		"RODANGE"	"ESCH SUR ALZETTE"
823	"OGOF FFYNNON DDU GLYNTAWE"	"OGOF"	51,82441	-3,67296	0,001	"Georeferenced at site location"	216	216	"UNITED KINGDOM"		"GLYNTAWE"	"BRECONSHIRE"
824	"OGOF FFYNNON DDU GLYNTAWE"	"OGOF"	51,82441	-3,67296	0,001	"Georeferenced at site location"	216	216	"UNITED KINGDOM"		"GLYNTAWE"	"BRECONSHIRE"
825	"GROTTE DE LA TOUVIERE"	"TOUVIEGR"	46,5217	5,70287	0,001	"Georeferenced at site location"	450	450	"FRANCE"		"COYRON"	"JURA"
826	"NIEDERRIMSINGER SEE 13_020_0"	"NIEDERR1"	47,987078	7,659058	0,001	"Georeferenced at site location"	194	194	"GERMANY"		"NIEDERRIMSINGEN"	"BADE WURTEMBERG"
827	"SITE ABERN140 IN ABERN BEI JEGING"	"ABERN140"	48,05619	13,15266	0,100	"Nearest locality"			"AUSTRIA"		"ABERN BEI JEGING"	"SALZBURGER"
828	"ACOTTS BARN BOREHOLE, NEAR CIRENCESTER"	"ACOTTSBA"	51,72855	-1,98491	0,001	"Georeferenced at site location"	118	118	"UNITED KINGDOM"		"STRATTON"	"EAST GLOUCESTERSHIRE"
829	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
830	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
831	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
832	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
833	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
834	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
835	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
836	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
837	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
838	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
839	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
840	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
841	"AGEN ALLWEDD, CRICKHOWELL"	"AGENALLW"	51,83565	-3,1805	0,001	"Georeferenced at site location"	386	386	"UNITED KINGDOM"		"CRICKHOWELL"	"BRECONSHIRE"
842	"SITE AIGEN081 IN AIGEN"	"AIGEN081"	47,78547	13,0792	0,001	"Georeferenced at site location"	424	424	"AUSTRIA"		"AIGEN"	"SALZBURGER"
843	"SITE ANIF016 IN ANIF"	"ANIF016"	47,75149	13,06491	0,100	"Nearest locality"			"AUSTRIA"		"ANIF"	"SALZBURGER"
844	"SITE ANTHE044 IN ANTHERING"	"ANTHE044"	47,88024	13,01212	0,100	"Nearest locality"			"AUSTRIA"		"ANTHERING"	"SALZBURGER"
845	"SITE ASPAC119 IN ASPACH"	"ASPAC119"	48,18237	13,30278	0,100	"Nearest locality"			"AUSTRIA"		"ASPACH"	"SALZBURGER"
846	"AUGUST HOLE (NOW LONGWOOD SWALLET)"	"AUGUSTHO"	51,29804	-2,73822	0,001	"Georeferenced at site location"	238	238	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
847	"BARCOMBE FARM"	"BARCOMBE"	50,82767	-2,42848	0,001	"Georeferenced at site location"	129	129	"UNITED KINGDOM"		"ALTON PANCRAS"	"DORSET"
848	"BARLANDS SINK HOLE, BISHOPTON VALLEY"	"BARLANDS"	51,58162	-4,06532	0,010	"Nearest locality"			"UNITED KINGDOM"		"BISHOPSTON"	"GLAMORGAN"
849	"BARNSLEY FARM, BOREHOLE NO 3"	"BARNSLEY"	50,83547	-2,00565	0,001	"Georeferenced at site location"	27	27	"UNITED KINGDOM"		"LOWER BARNSLEY"	"DORSET"
850	"GROTTE DU BRUDOUR"	"BRUDOURC"	44,92437	5,32168	0,001	"Georeferenced at site location"	1262	1262	"FRANCE"		"BOUVANTE"	"DROME"
851	"SITE BURGK177 IN BURGKIRCHEN"	"BURGK177"	48,04205	13,03502	0,001	"Georeferenced at site location"	560	560	"AUSTRIA"		"BURGKIRCHEN"	"SALZBURGER"
852	"CHARTERHOUSE CAVE"	"CHARTECA"	51,30246	-2,75091	0,001	"Georeferenced at site location"	257	257	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
853	"CHARTERHOUSE CAVE"	"CHARTECA"	51,30246	-2,75091	0,001	"Georeferenced at site location"	257	257	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
854	"CLYDACH SOUTH RESURGENCE"	"CLYDASSP"	51,80555	-3,11299	0,001	"Georeferenced at site location"	290	290	"UNITED KINGDOM"		"CLYDACH"	"BRECONSHIRE"
855	"CLYDACH SOUTH RESURGENCE 2"	"CLYDSSP2"	51,80688	-3,11506	0,001	"Georeferenced at site location"	268	268	"UNITED KINGDOM"		"CLYDACH"	"BRECONSHIRE"
856	"CRANE BRIDGE BOREHOLE, NEAR CIRENCESTER"	"CRANEBRI"	51,67808	-1,92057	0,001	"Georeferenced at site location"	93	93	"UNITED KINGDOM"		"SOUTH CERNEY"	"EAST GLOUCESTERSHIRE"
857	"CUCKOO CLEEVES"	"CUCKOOCL"	51,25171	-2,63416	0,001	"Georeferenced at site location"	264	264	"UNITED KINGDOM"		"GREEN ORE"	"NORTH SOMERSET"
858	"CUCKOO CLEEVES"	"CUCKOOCL"	51,25171	-2,63416	0,001	"Georeferenced at site location"	264	264	"UNITED KINGDOM"		"GREEN ORE"	"NORTH SOMERSET"
859	"CWM DWR QUARRY CAVE, PENWYLLT (PART OF OFD)"	"CWMDWRCA"	51,82726	-3,65931	0,001	"Georeferenced at site location"	355	355	"UNITED KINGDOM"		"PENWYLLT"	"BRECONSHIRE"
860	"CWM DWR QUARRY CAVE, PENWYLLT (PART OF OFD)"	"CWMDWRCA"	51,82726	-3,65931	0,001	"Georeferenced at site location"	355	355	"UNITED KINGDOM"		"PENWYLLT"	"BRECONSHIRE"
861	"CWN ALUN FORD BOREHOLE"	"CWNALUNF"	51,46904	-3,57228	0,001	"Georeferenced at site location"	34	34	"UNITED KINGDOM"		"LLAMPHA"	"GLAMORGAN"
862	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
863	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
864	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
865	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
866	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
867	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
868	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
869	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
870	"DAN YR OGOF"	"DANYROGO"	51,83046	-3,68744	0,001	"Georeferenced at site location"	259	259	"UNITED KINGDOM"		"CRAIG Y NOS"	"BRECONSHIRE"
871	"SBR DOURDOU (RIVIERE) PONT DU VILLAGE"	"DOURDOHY"	43,97036	2,70255	0,100	"Nearest locality"			"FRANCE"		"SAINT IZAIRE"	"AVEYRON"
872	"EASTWATER CAVERN"	"EASTWACA"	51,25282	-2,66226	0,001	"Georeferenced at site location"	248	248	"UNITED KINGDOM"		"PRIDDY"	"NORTH SOMERSET"
873	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
874	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
875	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
876	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
877	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
878	"ELM HOLE CLYDACH"	"ELM"	51,80521	-3,13996	0,001	"Georeferenced at site location"	241	241	"UNITED KINGDOM"		"CLYDACH"	"MONMOUTHSHIRE"
879	"FRIAR WADDON, OBSERVATION BOREHOLE 1"	"FRIARWA1"	50,67084	-2,4947	0,001	"Georeferenced at site location"	68	68	"UNITED KINGDOM"		"FRIAR WADDON"	"DORSET"
880	"FRIAR WADDON, OBSERVATION BOREHOLE 3"	"FRIARWA3"	50,67133	-2,50701	0,001	"Georeferenced at site location"	79	79	"UNITED KINGDOM"		"FRIAR WADDON"	"DORSET"
881	"SITE FRIED132 IN FRIEDBURG"	"FRIED132"	48,01898	13,24687	0,100	"Nearest locality"			"AUSTRIA"		"FRIEDBURG"	"SALZBURGER"
882	"SITE FRIED133 IN FRIEDBURG"	"FRIED133"	48,01799	13,2463	0,100	"Nearest locality"			"AUSTRIA"		"FRIEDBURG"	"SALZBURGER"
883	"FRILSHAM B"	"FRILSHAM"	51,46174	-1,22655	0,001	"Georeferenced at site location"	77	77	"UNITED KINGDOM"		"FRILSHAM"	"BERKSHIRE"
884	"GARTH IRON MINE, GARTH WOOD."	"GARTHIRO"	51,53676	-3,27512	0,001	"Georeferenced at site location"	108	108	"UNITED KINGDOM"		"PENTYRCH"	"GLAMORGAN"
885	"GB CAVE"	"GBCAVEUK"	51,30262	-2,75321	0,001	"Georeferenced at site location"	256	256	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
886	"GB CAVE"	"GBCAVEUK"	51,30262	-2,75321	0,001	"Georeferenced at site location"	256	256	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
887	"GB CAVE"	"GBCAVEUK"	51,30262	-2,75321	0,001	"Georeferenced at site location"	256	256	"UNITED KINGDOM"		"CHARTERHOUSE"	"NORTH SOMERSET"
888	"GOATCHURCH CAVERN, BURRINGTON COOMBE"	"GOATCHUR"	51,32061	-2,75365	0,001	"Georeferenced at site location"	169	169	"UNITED KINGDOM"		"BURRINGTON"	"NORTH SOMERSET"
889	"GOUGH S CAVE, CHEDDAR GORGE"	"GOUGHSCA"	51,28177	-2,76563	0,001	"Georeferenced at site location"	86	86	"UNITED KINGDOM"		"CHEDDAR"	"NORTH SOMERSET"
890	"GOUGH S CAVE, CHEDDAR GORGE"	"GOUGHSCA"	51,28177	-2,76563	0,001	"Georeferenced at site location"	86	86	"UNITED KINGDOM"		"CHEDDAR"	"NORTH SOMERSET"
891	"GOUGH S CAVE, CHEDDAR GORGE"	"GOUGHSCA"	51,28177	-2,76563	0,001	"Georeferenced at site location"	86	86	"UNITED KINGDOM"		"CHEDDAR"	"NORTH SOMERSET"
892	"SITE HAIDE172 IN HAIDEN BEI BRAUNAU"	"HAIDE172"	48,24708	13,04704	0,100	"Nearest locality"			"AUSTRIA"		"HAIDEN BEI BRAUNAU"	"SALZBURGER"
893	"HIRNANT RIVER, TRIB OF WYE"	"HIRNANTR"	52,20386	-3,46769	0,001	"Georeferenced at site location"	209	209	"UNITED KINGDOM"		"NEWBRIDGE ON WYE"	"BRECONSHIRE"
